OBJECTID_1,Join_Count,TARGET_FID,MA,IDNum,UTM_E,UTM_N,Stream_Ord,Reach,POINT_X,POINT_Y,Albers_X,Albers_Y,OBJECTID,Status2,PopGrp,sampled_X,sampled_Y,OBJECTID_12,ID,FID,MA_1,IDNum_1,Stream_Ord_1,UTM_E_1,UTM_N_1,Reach_1,Field8,SpawningYear,AUC_mi,Strahler,ChildNode,ParentNode,SegmentID,ChildNodeX,ChildNodeY,Population,Length_m,Length_km,join,NodeID,Node_WGSX,Node_WGSY
553,1,553,3-MS,5475.000000000000000,442780.280489999980000,4797257.649319999900000,4.000000000000000,Cedar Cr,-123.705968075999980,43.326218117000053,-2204510.848999999900000,2582781.314100000100000,,,,-123.705968075999980,43.326218117000053,3412,2329,2328,3-MS,5475,4,442780.280499999990000,4797257.649000000200000,Cedar Cr,,2007,0.000000000000000,4,2188,2191,2188,-2204510.848999999900000,2582361.314100000100000,Coos,866.984848098000040,0.866984848098000,Coos2188,2188,-123.702016187000000,43.327916860000002
554,1,554,3-MS,5475.000000000000000,442780.280489999980000,4797257.649319999900000,4.000000000000000,Cedar Cr,-123.705968075999980,43.326218117000053,-2204510.848999999900000,2582781.314100000100000,,,,-123.705968075999980,43.326218117000053,3413,2329,2328,3-MS,5475,4,442780.280499999990000,4797257.649000000200000,Cedar Cr,,2009,37.499998509999998,4,2188,2191,2188,-2204510.848999999900000,2582361.314100000100000,Coos,866.984848098000040,0.866984848098000,Coos2188,2188,-123.702016187000000,43.327916860000002
555,1,555,3-MS,5475.000000000000000,442780.280489999980000,4797257.649319999900000,4.000000000000000,Cedar Cr,-123.705968075999980,43.326218117000053,-2204510.848999999900000,2582781.314100000100000,,,,-123.705968075999980,43.326218117000053,3414,2329,2328,3-MS,5475,4,442780.280499999990000,4797257.649000000200000,Cedar Cr,,2010,61.666664220000001,4,2188,2191,2188,-2204510.848999999900000,2582361.314100000100000,Coos,866.984848098000040,0.866984848098000,Coos2188,2188,-123.702016187000000,43.327916860000002
556,1,556,3-MS,5475.000000000000000,442780.280489999980000,4797257.649319999900000,4.000000000000000,Cedar Cr,-123.705968075999980,43.326218117000053,-2204510.848999999900000,2582781.314100000100000,,,,-123.705968075999980,43.326218117000053,3415,2329,2328,3-MS,5475,4,442780.280499999990000,4797257.649000000200000,Cedar Cr,,2011,45.833331510000001,4,2188,2191,2188,-2204510.848999999900000,2582361.314100000100000,Coos,866.984848098000040,0.866984848098000,Coos2188,2188,-123.702016187000000,43.327916860000002
557,1,557,3-MS,5475.000000000000000,442780.280489999980000,4797257.649319999900000,4.000000000000000,Cedar Cr,-123.705968075999980,43.326218117000053,-2204510.848999999900000,2582781.314100000100000,,,,-123.705968075999980,43.326218117000053,3416,2329,2328,3-MS,5475,4,442780.280499999990000,4797257.649000000200000,Cedar Cr,,2013,10.833332900000000,4,2188,2191,2188,-2204510.848999999900000,2582361.314100000100000,Coos,866.984848098000040,0.866984848098000,Coos2188,2188,-123.702016187000000,43.327916860000002
558,1,558,3-MS,5476.000000000000000,443008.288714000020000,4798922.099080000100000,1.000000000000000,God's thumb cr,-123.703227744999990,43.341119574000061,-2203820.848999999900000,2584311.314100000100000,,,,-123.703227744999990,43.341119574000061,3417,2330,2329,3-MS,5476,1,443008.288699999980000,4798922.099000000400000,God's thumb cr,,2000,7.272727115000000,2,2114,2166,2114,-2203850.848999999900000,2584251.314100000100000,Coos,302.132034356000020,0.302132034356000,Coos2114,2114,-123.702444404000000,43.342972644000000
559,1,559,3-MS,5477.000000000000000,443032.071178000010000,4798336.350119999600000,2.000000000000000,God's thumb cr,-123.702552785999960,43.335754095000027,-2203940.848999999900000,2583721.875370000000000,,,,-123.702552785999960,43.335754095000027,3418,2331,2330,3-MS,5477,2,443032.071200000010000,4798336.349999999600000,God's thumb cr,,2000,7.272727115000000,2,2166,2188,2166,-2204150.848999999900000,2582871.314100000100000,Coos,1529.116882450000000,1.529116882450000,Coos2166,2166,-123.703370146000000,43.340527625999997
560,1,560,3-MS,5478.000000000000000,443019.914605000000000,4797705.191399999900000,2.000000000000000,God's thumb cr,-123.702514793999970,43.330052943000055,-2204120.848999999900000,2583111.314100000100000,,,,-123.702514793999970,43.330052943000055,3419,2332,2331,3-MS,5478,2,443019.914600000020000,4797705.190999999600000,God's thumb cr,,2002,458.181808300000000,2,2166,2188,2166,-2204150.848999999900000,2582871.314100000100000,Coos,1529.116882450000000,1.529116882450000,Coos2166,2166,-123.703370146000000,43.340527625999997
561,1,561,3-MS,5478.000000000000000,443019.914605000000000,4797705.191399999900000,2.000000000000000,God's thumb cr,-123.702514793999970,43.330052943000055,-2204120.848999999900000,2583111.314100000100000,,,,-123.702514793999970,43.330052943000055,3420,2332,2331,3-MS,5478,2,443019.914600000020000,4797705.190999999600000,God's thumb cr,,2011,179.999996100000000,2,2166,2188,2166,-2204150.848999999900000,2582871.314100000100000,Coos,1529.116882450000000,1.529116882450000,Coos2166,2166,-123.703370146000000,43.340527625999997
562,1,562,3-MS,5480.000000000000000,444345.133588999980000,4797417.906360000400000,4.000000000000000,Cedar Cr,-123.686271192999980,43.326842315000079,-2202968.196510000200000,2582391.314100000100000,,,,-123.686271192999980,43.326842315000079,3421,2333,2332,3-MS,5480,4,444345.133600000000000,4797417.906000000400000,Cedar Cr,,2003,84.000000000000000,4,2186,2189,2186,-2203190.848999999900000,2582571.314100000100000,Coos,821.543289326000040,0.821543289326000,Coos2186,2186,-123.681187235000000,43.328224667999997
563,1,563,3-MS,5483.000000000000000,443138.865423000010000,4797443.185979999600000,4.000000000000000,Cedar Cr,-123.700734337999960,43.327633809000076,-2204060.848999999900000,2582811.314100000100000,,,,-123.700734337999960,43.327633809000076,3422,2334,2333,3-MS,5483,4,443138.865400000010000,4797443.185999999800000,Cedar Cr,,2000,4.137930898000000,4,2184,2188,2184,-2204150.848999999900000,2582871.314100000100000,Coos,1531.248916810000100,1.531248916810000,Coos2184,2184,-123.693293143999990,43.325600590000001
564,1,564,3-MS,5483.000000000000000,443138.865423000010000,4797443.185979999600000,4.000000000000000,Cedar Cr,-123.700734337999960,43.327633809000076,-2204060.848999999900000,2582811.314100000100000,,,,-123.700734337999960,43.327633809000076,3423,2334,2333,3-MS,5483,4,443138.865400000010000,4797443.185999999800000,Cedar Cr,,2003,106.896548200000000,4,2184,2188,2184,-2204150.848999999900000,2582871.314100000100000,Coos,1531.248916810000100,1.531248916810000,Coos2184,2184,-123.693293143999990,43.325600590000001
565,1,565,3-MS,5483.000000000000000,443138.865423000010000,4797443.185979999600000,4.000000000000000,Cedar Cr,-123.700734337999960,43.327633809000076,-2204060.848999999900000,2582811.314100000100000,,,,-123.700734337999960,43.327633809000076,3424,2334,2333,3-MS,5483,4,443138.865400000010000,4797443.185999999800000,Cedar Cr,,2009,53.793101679999999,4,2184,2188,2184,-2204150.848999999900000,2582871.314100000100000,Coos,1531.248916810000100,1.531248916810000,Coos2184,2184,-123.693293143999990,43.325600590000001
566,1,566,3-MS,5485.000000000000000,445639.431336999990000,4796033.878019999700000,4.000000000000000,Lake Cr,-123.670688980999960,43.315071900000078,-2202140.848999999900000,2580771.314100000100000,,,,-123.670688980999960,43.315071900000078,3425,2335,2334,3-MS,5485,4,445639.431300000000000,4796033.877999999600000,Lake Cr,,2001,76.974319050000005,4,2249,2241,2249,-2202230.848999999900000,2581041.314100000100000,Coos,544.264068712000040,0.544264068712000,Coos2249,2249,-123.668588849000000,43.314685412999999
567,1,567,3-MS,5487.000000000000000,445198.886636000010000,4796935.377539999800000,4.000000000000000,Lake Cr,-123.676189894999990,43.322609858000078,-2202324.530379999900000,2581704.995480000000000,,,,-123.676189894999990,43.322609858000078,3426,2336,2335,3-MS,5487,4,445198.886600000030000,4796935.377999999600000,Lake Cr,,2001,19.834710120000000,4,2213,2207,2213,-2202350.848999999900000,2581731.314100000100000,Coos,259.705627484999980,0.259705627485000,Coos2213,2213,-123.673676676000000,43.322278480000001
568,1,568,3-MS,5487.000000000000000,445198.886636000010000,4796935.377539999800000,4.000000000000000,Lake Cr,-123.676189894999990,43.322609858000078,-2202324.530379999900000,2581704.995480000000000,,,,-123.676189894999990,43.322609858000078,3427,2336,2335,3-MS,5487,4,445198.886600000030000,4796935.377999999600000,Lake Cr,,2004,112.396690699999990,4,2213,2207,2213,-2202350.848999999900000,2581731.314100000100000,Coos,259.705627484999980,0.259705627485000,Coos2213,2213,-123.673676676000000,43.322278480000001
569,1,569,3-MS,5487.000000000000000,445198.886636000010000,4796935.377539999800000,4.000000000000000,Lake Cr,-123.676189894999990,43.322609858000078,-2202324.530379999900000,2581704.995480000000000,,,,-123.676189894999990,43.322609858000078,3428,2336,2335,3-MS,5487,4,445198.886600000030000,4796935.377999999600000,Lake Cr,,2007,4.958677530000000,4,2213,2207,2213,-2202350.848999999900000,2581731.314100000100000,Coos,259.705627484999980,0.259705627485000,Coos2213,2213,-123.673676676000000,43.322278480000001
570,1,570,3-MS,5487.000000000000000,445198.886636000010000,4796935.377539999800000,4.000000000000000,Lake Cr,-123.676189894999990,43.322609858000078,-2202324.530379999900000,2581704.995480000000000,,,,-123.676189894999990,43.322609858000078,3429,2336,2335,3-MS,5487,4,445198.886600000030000,4796935.377999999600000,Lake Cr,,2010,64.462807889999993,4,2213,2207,2213,-2202350.848999999900000,2581731.314100000100000,Coos,259.705627484999980,0.259705627485000,Coos2213,2213,-123.673676676000000,43.322278480000001
571,1,571,3-MS,5487.000000000000000,445198.886636000010000,4796935.377539999800000,4.000000000000000,Lake Cr,-123.676189894999990,43.322609858000078,-2202324.530379999900000,2581704.995480000000000,,,,-123.676189894999990,43.322609858000078,3430,2336,2335,3-MS,5487,4,445198.886600000030000,4796935.377999999600000,Lake Cr,,2013,28.099172670000002,4,2213,2207,2213,-2202350.848999999900000,2581731.314100000100000,Coos,259.705627484999980,0.259705627485000,Coos2213,2213,-123.673676676000000,43.322278480000001
572,1,572,3-MS,5489.000000000000000,444977.392609999980000,4797251.572209999900000,4.000000000000000,Lake Cr,-123.679424511999970,43.325845924000078,-2202470.848999999900000,2582126.052050000100000,,,,-123.679424511999970,43.325845924000078,3431,2337,2336,3-MS,5489,4,444977.392600000020000,4797251.571999999700000,Lake Cr,,2000,14.876032589999999,4,2201,2186,2201,-2202530.848999999900000,2582421.314100000100000,Coos,686.984848098000040,0.686984848098000,Coos2201,2201,-123.677984216000000,43.323308644000001
573,1,573,3-MS,5489.000000000000000,444977.392609999980000,4797251.572209999900000,4.000000000000000,Lake Cr,-123.679424511999970,43.325845924000078,-2202470.848999999900000,2582126.052050000100000,,,,-123.679424511999970,43.325845924000078,3432,2337,2336,3-MS,5489,4,444977.392600000020000,4797251.571999999700000,Lake Cr,,2009,102.479335600000000,4,2201,2186,2201,-2202530.848999999900000,2582421.314100000100000,Coos,686.984848098000040,0.686984848098000,Coos2201,2201,-123.677984216000000,43.323308644000001
574,1,574,3-MS,5491.000000000000000,446970.706561000030000,4794115.571360000400000,3.000000000000000,Lake Cr,-123.653725022999990,43.298102002000064,-2201372.741870000000000,2578563.206970000200000,,,,-123.653725022999990,43.298102002000064,3433,2338,2337,3-MS,5491,3,446970.706599999980000,4794115.571000000500000,Lake Cr,,2004,208.749996900000010,3,2336,2322,2336,-2201750.848999999900000,2578881.314100000100000,Coos,526.690475582999970,0.526690475583000,Coos2336,2336,-123.653541664000000,43.298030529000002
575,1,575,3-MS,5491.000000000000000,446970.706561000030000,4794115.571360000400000,3.000000000000000,Lake Cr,-123.653725022999990,43.298102002000064,-2201372.741870000000000,2578563.206970000200000,,,,-123.653725022999990,43.298102002000064,3434,2338,2337,3-MS,5491,3,446970.706599999980000,4794115.571000000500000,Lake Cr,,2013,58.749999119999998,3,2336,2322,2336,-2201750.848999999900000,2578881.314100000100000,Coos,526.690475582999970,0.526690475583000,Coos2336,2336,-123.653541664000000,43.298030529000002
576,1,576,3-MS,5496.000000000000000,447833.043892999990000,4794121.919169999700000,3.000000000000000,Lake Cr,-123.643320670999970,43.297930939000025,-2200573.478709999900000,2578303.943810000100000,,,,-123.643320670999970,43.297930939000025,3435,2339,2338,3-MS,5496,3,447833.043899999990000,4794121.918999999800000,Lake Cr,,2000,0.000000000000000,3,2351,2340,2351,-2200910.848999999900000,2578491.314100000100000,Coos,561.837661841000000,0.561837661841000,Coos2351,2351,-123.641690807000000,43.297511282999999
577,1,577,3-MS,5496.000000000000000,447833.043892999990000,4794121.919169999700000,3.000000000000000,Lake Cr,-123.643320670999970,43.297930939000025,-2200573.478709999900000,2578303.943810000100000,,,,-123.643320670999970,43.297930939000025,3436,2339,2338,3-MS,5496,3,447833.043899999990000,4794121.918999999800000,Lake Cr,,2003,0.000000000000000,3,2351,2340,2351,-2200910.848999999900000,2578491.314100000100000,Coos,561.837661841000000,0.561837661841000,Coos2351,2351,-123.641690807000000,43.297511282999999
578,1,578,3-MS,5496.000000000000000,447833.043892999990000,4794121.919169999700000,3.000000000000000,Lake Cr,-123.643320670999970,43.297930939000025,-2200573.478709999900000,2578303.943810000100000,,,,-123.643320670999970,43.297930939000025,3437,2339,2338,3-MS,5496,3,447833.043899999990000,4794121.918999999800000,Lake Cr,,2006,2.727272668000000,3,2351,2340,2351,-2200910.848999999900000,2578491.314100000100000,Coos,561.837661841000000,0.561837661841000,Coos2351,2351,-123.641690807000000,43.297511282999999
579,1,579,3-MS,5496.000000000000000,447833.043892999990000,4794121.919169999700000,3.000000000000000,Lake Cr,-123.643320670999970,43.297930939000025,-2200573.478709999900000,2578303.943810000100000,,,,-123.643320670999970,43.297930939000025,3438,2339,2338,3-MS,5496,3,447833.043899999990000,4794121.918999999800000,Lake Cr,,2009,0.000000000000000,3,2351,2340,2351,-2200910.848999999900000,2578491.314100000100000,Coos,561.837661841000000,0.561837661841000,Coos2351,2351,-123.641690807000000,43.297511282999999
580,1,580,3-MS,5499.000000000000000,444796.237996999990000,4797497.144989999900000,4.000000000000000,Cedar Cr,-123.680920943999980,43.328282375000072,-2202508.418450000200000,2582421.314100000100000,,,,-123.680920943999980,43.328282375000072,3439,2340,2339,3-MS,5499,4,444796.238000000010000,4797497.144999999600000,Cedar Cr,,1999,40.277776179999996,3,2185,2186,2185,-2202530.848999999900000,2582421.314100000100000,Coos,621.837661841000000,0.621837661841000,Coos2185,2185,-123.676094547999990,43.331852716000000
581,1,581,3-MS,5502.000000000000000,445854.973449999990000,4798587.902110000100000,3.000000000000000,Cedar Cr,-123.668310589999980,43.338307384000075,-2201212.266530000100000,2583201.314100000100000,,,,-123.668310589999980,43.338307384000075,3440,2341,2340,3-MS,5502,3,445854.973500000020000,4798587.901999999800000,Cedar Cr,,1999,24.999999630000001,3,2159,2169,2159,-2201510.848999999900000,2583051.314100000100000,Coos,392.132034356000020,0.392132034356000,Coos2159,2159,-123.667937687000010,43.338388143000003
582,1,582,3-MS,5503.000000000000000,446723.413233000030000,4798148.314539999700000,1.000000000000000,"Cedar Cr, Trib F",-123.656943696999970,43.334321596000052,-2200460.848999999900000,2582511.314100000100000,,,,-123.656943696999970,43.334321596000052,3441,2342,2341,3-MS,5503,1,446723.413200000010000,4798148.315000000400000,""Cedar Cr,Trib F"",1998,4.255319160000000,1,2218,2177,2218,-2200550.848999999900000,2582601.314100000100000,Coos,2136.137443929999800,2.136137443930000,Coos2218,2218,-123.635912977999990,43.330874750000000
583,1,583,3-MS,5503.000000000000000,446723.413233000030000,4798148.314539999700000,1.000000000000000,"Cedar Cr, Trib F",-123.656943696999970,43.334321596000052,-2200460.848999999900000,2582511.314100000100000,,,,-123.656943696999970,43.334321596000052,3442,2342,2341,3-MS,5503,1,446723.413200000010000,4798148.315000000400000,""Cedar Cr,Trib F"",2007,0.000000000000000,1,2218,2177,2218,-2200550.848999999900000,2582601.314100000100000,Coos,2136.137443929999800,2.136137443930000,Coos2218,2218,-123.635912977999990,43.330874750000000
584,1,584,3-MS,5517.000000000000000,445869.569664000010000,4788253.059039999700000,3.000000000000000,Panther Cr,-123.666691128999960,43.244978215000060,-2204078.241770000200000,2573181.314100000100000,,,,-123.666691128999960,43.244978215000060,3443,2343,2342,3-MS,5517,3,445869.569699999990000,4788253.059000000400000,Panther Cr,,1999,0.000000000000000,3,2561,2560,2561,-2204600.848999999900000,2573091.314100000100000,Coos,752.132034355999960,0.752132034356000,Coos2561,2561,-123.664919835000010,43.245923163000000
585,1,585,3-MS,5525.000000000000000,446062.651934999970000,4786032.712729999800000,3.000000000000000,Williams R,-123.664349133999960,43.224984262000078,-2204537.764950000200000,2570988.230049999900000,,,,-123.664349133999960,43.224984262000078,3444,2344,2343,3-MS,5525,3,446062.651900000000000,4786032.713000000500000,Williams R,,2000,0.714285726000000,4,2635,2601,2635,-2204510.848999999900000,2571591.314100000100000,Coos,1586.101730550000000,1.586101730550000,Coos2635,2635,-123.659066421000010,43.220549748000003
586,1,586,3-MS,5526.000000000000000,446499.017785999980000,4785491.918130000100000,3.000000000000000,Williams R,-123.658955343999990,43.220281345000046,-2204270.848999999900000,2570360.020940000200000,,,,-123.658955343999990,43.220281345000046,3445,2345,2344,3-MS,5526,3,446499.017799999970000,4785491.917999999600000,Williams R,,1998,0.000000000000000,4,2643,2635,2643,-2204270.848999999900000,2570391.314100000100000,Coos,252.426406871000010,0.252426406871000,Coos2643,2643,-123.658569957000000,43.218413886000000
587,1,587,3-MS,5534.000000000000000,449045.649813000000000,4783064.168630000200000,3.000000000000000,Williams R,-123.627344754999970,43.198699904000080,-2202513.884660000000000,2567318.278440000000000,,,,-123.627344754999970,43.198699904000080,3446,2346,2345,3-MS,5534,3,449045.649800000010000,4783064.168999999800000,Williams R,,2000,0.000000000000000,3,2705,2697,2705,-2202620.848999999900000,2567631.314100000100000,Coos,422.132034356000020,0.422132034356000,Coos2705,2705,-123.627379312000000,43.198253411000003
588,1,588,3-MS,5536.000000000000000,448305.496096000020000,4784051.530700000000000,3.000000000000000,Williams R,-123.637116265999960,43.206803703000048,-2203010.848999999900000,2568411.314100000100000,,,,-123.637116265999960,43.206803703000048,3447,2347,2346,3-MS,5536,3,448305.496099999990000,4784051.531000000400000,Williams R,,1998,0.000000000000000,3,2697,2673,2697,-2203250.848999999900000,2568951.314100000100000,Coos,1580.954544300000000,1.580954544300000,Coos2697,2697,-123.629721971000000,43.201110755000002
589,1,589,3-MS,5539.000000000000000,450040.544022999990000,4782116.403520000200000,2.000000000000000,Little Cow Cr,-123.615111140999940,43.190116240000066,-2201840.848999999900000,2566116.405919999800000,,,,-123.615111140999940,43.190116240000066,3448,2348,2347,3-MS,5539,2,450040.543999999990000,4782116.404000000100000,Little Cow Cr,,2000,0.000000000000000,2,2723,2714,2723,-2201870.848999999900000,2566701.314100000100000,Coos,1043.969696200000000,1.043969696200000,Coos2723,2723,-123.614207359000010,43.187927772000002
590,1,590,3-MS,5541.000000000000000,450124.185513000000000,4782891.410989999800000,3.000000000000000,Lost Cr,-123.613911550999940,43.197524969000028,-2201510.848999999900000,2566881.314100000100000,,,,-123.613911550999940,43.197524969000028,3449,2349,2348,3-MS,5541,3,450124.185500000020000,4782891.411000000300000,Lost Cr,,2002,3.448275749000000,3,2715,2714,2715,-2201870.848999999900000,2566701.314100000100000,Coos,1181.543289330000100,1.181543289330000,Coos2715,2715,-123.607157310999990,43.198987150000001
591,1,591,3-MS,5545.000000000000000,451551.445400000030000,4784073.982939999600000,3.000000000000000,Lost Cr,-123.596499939999940,43.208022505000031,-2199826.326020000000000,2567601.314100000100000,,,,-123.596499939999940,43.208022505000031,3450,2350,2349,3-MS,5545,3,451551.445400000030000,4784073.983000000000000,Lost Cr,,2004,0.000000000000000,3,2704,2708,2704,-2200370.848999999900000,2567331.314100000100000,Coos,1001.543289330000000,1.001543289330000,Coos2704,2704,-123.593423095000010,43.209809610000001
592,1,592,3-MS,5552.000000000000000,452462.790427999980000,4785028.504110000100000,2.000000000000000,Lost Cr,-123.584811226999990,43.216158033000056,-2198660.848999999900000,2568201.314100000100000,,,,-123.584811226999990,43.216158033000056,3451,2351,2350,3-MS,5552,2,452462.790400000000000,4785028.503999999700000,Lost Cr,,2003,0.000000000000000,3,2691,2695,2691,-2199290.848999999900000,2568081.314100000100000,Coos,2093.086578649999900,2.093086578650000,Coos2691,2691,-123.579462477000010,43.225725488999998
593,1,593,3-MS,5552.000000000000000,452462.790427999980000,4785028.504110000100000,2.000000000000000,Lost Cr,-123.584811226999990,43.216158033000056,-2198660.848999999900000,2568201.314100000100000,,,,-123.584811226999990,43.216158033000056,3452,2351,2350,3-MS,5552,2,452462.790400000000000,4785028.503999999700000,Lost Cr,,2012,1.111111141000000,3,2691,2695,2691,-2199290.848999999900000,2568081.314100000100000,Coos,2093.086578649999900,2.093086578650000,Coos2691,2691,-123.579462477000010,43.225725488999998
594,1,594,3-MS,5558.000000000000000,413091.022627000000000,4805423.990869999900000,2.000000000000000,Hendrickson Cr,-124.072999469999960,43.396530647000077,-2230580.848999999900000,2598860.257530000100000,,,,-124.072999469999960,43.396530647000077,3453,2352,2351,3-MS,5558,2,413091.022600000030000,4805423.991000000400000,Hendrickson Cr,,2000,0.000000000000000,2,980,1012,980,-2230580.848999999900000,2598891.314100000100000,Coos,561.837661841000000,0.561837661841000,Coos980,980,-124.068283067000000,43.393644500000001
595,1,595,3-MS,5561.000000000000000,412972.595356000010000,4807426.298000000400000,2.000000000000000,Deton Cr,-124.074851965999980,43.414629027000046,-2230135.499119999800000,2600836.663980000200000,,,,-124.074851965999980,43.414629027000046,3454,2353,2352,3-MS,5561,2,412972.595399999990000,4807426.298000000400000,Deton Cr,,1999,16.981132989999999,2,809,823,809,-2230190.848999999900000,2600691.314100000100000,Coos,999.411254969999960,0.999411254970000,Coos809,809,-124.078947325000000,43.420795220000002
596,1,596,3-MS,5561.000000000000000,412972.595356000010000,4807426.298000000400000,2.000000000000000,Deton Cr,-124.074851965999980,43.414629027000046,-2230135.499119999800000,2600836.663980000200000,,,,-124.074851965999980,43.414629027000046,3455,2353,2352,3-MS,5561,2,412972.595399999990000,4807426.298000000400000,Deton Cr,,2008,26.415095770000001,2,809,823,809,-2230190.848999999900000,2600691.314100000100000,Coos,999.411254969999960,0.999411254970000,Coos809,809,-124.078947325000000,43.420795220000002
597,1,597,3-MS,5563.000000000000000,413792.198395000010000,4806721.725039999900000,1.000000000000000,"Deton Cr, Trib A",-124.064546979999990,43.408390858000075,-2229543.540029999800000,2599928.623070000200000,,,,-124.064546979999990,43.408390858000075,3456,2354,2353,3-MS,5563,1,413792.198399999990000,4806721.724999999600000,""Deton Cr,Trib A"",2003,136.792460199999990,1,862,886,862,-2229680.848999999900000,2599881.314100000100000,Coos,2021.101730550000000,2.021101730550000,Coos862,862,-124.068659114000000,43.420387001000002
598,1,598,3-MS,5563.000000000000000,413792.198395000010000,4806721.725039999900000,1.000000000000000,"Deton Cr, Trib A",-124.064546979999990,43.408390858000075,-2229543.540029999800000,2599928.623070000200000,,,,-124.064546979999990,43.408390858000075,3457,2354,2353,3-MS,5563,1,413792.198399999990000,4806721.724999999600000,""Deton Cr,Trib A"",2012,13.253012310000001,1,862,886,862,-2229680.848999999900000,2599881.314100000100000,Coos,2021.101730550000000,2.021101730550000,Coos862,862,-124.068659114000000,43.420387001000002
599,1,599,3-MS,5564.000000000000000,417021.387305999990000,4806256.457159999800000,1.000000000000000,Packard Cr,-124.024795136999960,43.404596087000073,-2226600.789249999900000,2598591.314100000100000,,,,-124.024795136999960,43.404596087000073,3458,2355,2354,3-MS,5564,1,417021.387300000000000,4806256.457000000400000,Packard Cr,,2007,0.000000000000000,1,993,970,993,-2226740.848999999900000,2598561.314100000100000,Coos,1713.822509939999900,1.713822509940000,Coos993,993,-124.007501950000010,43.405860345999997
600,1,600,3-MS,5564.000000000000000,417021.387305999990000,4806256.457159999800000,1.000000000000000,Packard Cr,-124.024795136999960,43.404596087000073,-2226600.789249999900000,2598591.314100000100000,,,,-124.024795136999960,43.404596087000073,3459,2355,2354,3-MS,5564,1,417021.387300000000000,4806256.457000000400000,Packard Cr,,2009,18.181818280000002,1,993,970,993,-2226740.848999999900000,2598561.314100000100000,Coos,1713.822509939999900,1.713822509940000,Coos993,993,-124.007501950000010,43.405860345999997
601,1,601,3-MS,5564.000000000000000,417021.387305999990000,4806256.457159999800000,1.000000000000000,Packard Cr,-124.024795136999960,43.404596087000073,-2226600.789249999900000,2598591.314100000100000,,,,-124.024795136999960,43.404596087000073,3460,2355,2354,3-MS,5564,1,417021.387300000000000,4806256.457000000400000,Packard Cr,,2010,22.727272849999999,1,993,970,993,-2226740.848999999900000,2598561.314100000100000,Coos,1713.822509939999900,1.713822509940000,Coos993,993,-124.007501950000010,43.405860345999997
602,1,602,3-MS,5564.000000000000000,417021.387305999990000,4806256.457159999800000,1.000000000000000,Packard Cr,-124.024795136999960,43.404596087000073,-2226600.789249999900000,2598591.314100000100000,,,,-124.024795136999960,43.404596087000073,3461,2355,2354,3-MS,5564,1,417021.387300000000000,4806256.457000000400000,Packard Cr,,2012,6.818181855000000,1,993,970,993,-2226740.848999999900000,2598561.314100000100000,Coos,1713.822509939999900,1.713822509940000,Coos993,993,-124.007501950000010,43.405860345999997
603,1,603,3-MS,5564.000000000000000,417021.387305999990000,4806256.457159999800000,1.000000000000000,Packard Cr,-124.024795136999960,43.404596087000073,-2226600.789249999900000,2598591.314100000100000,,,,-124.024795136999960,43.404596087000073,3462,2355,2354,3-MS,5564,1,417021.387300000000000,4806256.457000000400000,Packard Cr,,2013,0.000000000000000,1,993,970,993,-2226740.848999999900000,2598561.314100000100000,Coos,1713.822509939999900,1.713822509940000,Coos993,993,-124.007501950000010,43.405860345999997
604,1,604,3-MS,5564.000000000000000,417021.387305999990000,4806256.457159999800000,1.000000000000000,Packard Cr,-124.024795136999960,43.404596087000073,-2226600.789249999900000,2598591.314100000100000,,,,-124.024795136999960,43.404596087000073,3463,2355,2354,3-MS,5564,1,417021.387300000000000,4806256.457000000400000,Packard Cr,,2014,43.181818419999999,1,993,970,993,-2226740.848999999900000,2598561.314100000100000,Coos,1713.822509939999900,1.713822509940000,Coos993,993,-124.007501950000010,43.405860345999997
605,1,605,3-MS,5564.000000000000000,417021.387305999990000,4806256.457159999800000,1.000000000000000,Packard Cr,-124.024795136999960,43.404596087000073,-2226600.789249999900000,2598591.314100000100000,,,,-124.024795136999960,43.404596087000073,3464,2355,2354,3-MS,5564,1,417021.387300000000000,4806256.457000000400000,Packard Cr,,2016,9.090909140000001,1,993,970,993,-2226740.848999999900000,2598561.314100000100000,Coos,1713.822509939999900,1.713822509940000,Coos993,993,-124.007501950000010,43.405860345999997
606,1,606,3-MS,5564.000000000000000,417021.387305999990000,4806256.457159999800000,1.000000000000000,Packard Cr,-124.024795136999960,43.404596087000073,-2226600.789249999900000,2598591.314100000100000,,,,-124.024795136999960,43.404596087000073,3465,2355,2354,3-MS,5564,1,417021.387300000000000,4806256.457000000400000,Packard Cr,,2017,0.000000000000000,1,993,970,993,-2226740.848999999900000,2598561.314100000100000,Coos,1713.822509939999900,1.713822509940000,Coos993,993,-124.007501950000010,43.405860345999997
607,1,607,3-MS,5565.000000000000000,418156.226369999990000,4808402.765599999600000,2.000000000000000,Woodruff Cr,-124.011051013999970,43.423898854000072,-2224914.626600000100000,2600331.314100000100000,,,,-124.011051013999970,43.423898854000072,3466,2356,2355,3-MS,5565,2,418156.226399999990000,4808402.765999999800000,Woodruff Cr,,1999,13.483146280000000,2,830,833,830,-2225540.848999999900000,2600421.314100000100000,Coos,794.558441227000000,0.794558441227000,Coos830,830,-124.009829508000000,43.423885722000001
