OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,IDNum,SiteStatus,UTMe,UTMn,POINT_X,POINT_Y,Albers_X,Albers_Y,sampled_X,sampled_Y,Strahler,ChildNode,ParentNode,SegmentID,ChildNodeX,ChildNodeY,Population,Length_m,Length_km,join,NodeID,Node_WGSX,Node_WGSY,OBJECTID_12,FID,IDNum_1,OBJECTID_12_13,SiteStatus_1,UTMe_1,ID,UTMn_1,Year_,CohoPerKilometer
855,1,420,795,6582.000000000000000,Snorkeled,439037.614125999970000,4857523.403250000400000,-123.758857016999970,43.868050582000080,-2191186.418500000100000,2641916.228860000100000,-123.758857016999970,43.868050582000080,1,338,358,338,-2190376.418500000100000,2640618.628599999900000,Lower Umpqua,2121.579002699999800,2.121579002700000,Lower Umpqua338,338,-123.761399126000000,43.871783858999997,352,794,6582,795,Snorkeled,439037.614100000010000,795,4857523.402999999900000,2005,0
856,1,421,796,6592.000000000000000,Snorkeled,439663.254243000000000,4859614.879750000300000,-123.751219446999980,43.887073081000040,-2189989.935779999900000,2643772.145870000100000,-123.751219446999980,43.887073081000040,1,253,255,253,-2189806.418500000100000,2642478.628599999900000,Lower Umpqua,3806.909088590000000,3.806909088590000,Lower Umpqua253,253,-123.761213205000000,43.903561076000003,4347,795,6592,796,Snorkeled,439663.254200000020000,796,4859614.879999999900000,2008,112
857,1,421,796,6592.000000000000000,Snorkeled,439663.254243000000000,4859614.879750000300000,-123.751219446999980,43.887073081000040,-2189989.935779999900000,2643772.145870000100000,-123.751219446999980,43.887073081000040,1,253,255,253,-2189806.418500000100000,2642478.628599999900000,Lower Umpqua,3806.909088590000000,3.806909088590000,Lower Umpqua253,253,-123.761213205000000,43.903561076000003,4361,795,6592,796,Snorkeled,439663.254200000020000,796,4859614.879999999900000,2011,113
858,1,421,796,6592.000000000000000,Snorkeled,439663.254243000000000,4859614.879750000300000,-123.751219446999980,43.887073081000040,-2189989.935779999900000,2643772.145870000100000,-123.751219446999980,43.887073081000040,1,253,255,253,-2189806.418500000100000,2642478.628599999900000,Lower Umpqua,3806.909088590000000,3.806909088590000,Lower Umpqua253,253,-123.761213205000000,43.903561076000003,4921,795,6592,796,Snorkeled,439663.254200000020000,796,4859614.879999999900000,2017,211
859,1,421,796,6592.000000000000000,Snorkeled,439663.254243000000000,4859614.879750000300000,-123.751219446999980,43.887073081000040,-2189989.935779999900000,2643772.145870000100000,-123.751219446999980,43.887073081000040,1,253,255,253,-2189806.418500000100000,2642478.628599999900000,Lower Umpqua,3806.909088590000000,3.806909088590000,Lower Umpqua253,253,-123.761213205000000,43.903561076000003,5123,795,6592,796,Snorkeled,439663.254200000020000,796,4859614.879999999900000,2014,268
860,1,422,797,6594.000000000000000,Snorkeled,439895.802902999970000,4859329.787790000400000,-123.748516102999990,43.884302266000077,-2189871.663559999800000,2643413.873699999900000,-123.748516102999990,43.884302266000077,1,253,255,253,-2189806.418500000100000,2642478.628599999900000,Lower Umpqua,3806.909088590000000,3.806909088590000,Lower Umpqua253,253,-123.761213205000000,43.903561076000003,5499,796,6594,797,Snorkeled,439895.802900000010000,797,4859329.787999999700000,2000,364
861,1,423,798,6598.000000000000000,Snorkeled,442030.183752999990000,4857326.104170000200000,-123.721298630999970,43.866684978000080,-2188350.126590000000000,2640904.920489999900000,-123.721298630999970,43.866684978000080,2,367,391,367,-2188366.418500000100000,2640228.628599999900000,Lower Umpqua,1119.411254970000100,1.119411254970000,Lower Umpqua367,367,-123.720574893000010,43.870058227999998,5848,797,6598,798,Snorkeled,442030.183800000000000,798,4857326.104000000300000,2012,499
862,1,424,799,6600.000000000000000,Snorkeled,441783.944949999980000,4858431.537549999500000,-123.724527738999940,43.876701456000035,-2188276.418450000200000,2642049.349810000000000,-123.724527738999940,43.876701456000035,2,308,367,308,-2188186.418500000100000,2641248.628599999900000,Lower Umpqua,1264.264068709999900,1.264264068710000,Lower Umpqua308,308,-123.724669944000000,43.879846698999998,5147,798,6600,799,Snorkeled,441783.945000000010000,799,4858431.537999999700000,2005,272
863,1,425,800,6601.000000000000000,Snorkeled,440783.644257000010000,4859922.650320000000000,-123.737324242999990,43.889915852000058,-2188833.479270000000000,2643755.689410000100000,-123.737324242999990,43.889915852000058,2,200,259,200,-2188606.418500000100000,2643468.628599999900000,Lower Umpqua,888.822509939000040,0.888822509939000,Lower Umpqua200,200,-123.741799244000010,43.892722994000003,4946,799,6601,800,Snorkeled,440783.644299999990000,800,4859922.650000000400000,2003,216
864,1,426,801,6603.000000000000000,Snorkeled,443611.670424000010000,4858904.496890000100000,-123.701939858999990,43.881093120000060,-2186403.601280000100000,2641998.628649999900000,-123.701939858999990,43.881093120000060,2,280,292,280,-2186536.418500000100000,2641968.628599999900000,Lower Umpqua,1301.543289330000100,1.301543289330000,Lower Umpqua280,280,-123.697247447000000,43.889123542999997,5639,800,6603,801,Snorkeled,443611.670400000000000,801,4858904.497000000400000,2015,416
865,1,426,801,6603.000000000000000,Snorkeled,443611.670424000010000,4858904.496890000100000,-123.701939858999990,43.881093120000060,-2186403.601280000100000,2641998.628649999900000,-123.701939858999990,43.881093120000060,2,280,292,280,-2186536.418500000100000,2641968.628599999900000,Lower Umpqua,1301.543289330000100,1.301543289330000,Lower Umpqua280,280,-123.697247447000000,43.889123542999997,6199,800,6603,801,Snorkeled,443611.670400000000000,801,4858904.497000000400000,2012,722
866,1,426,801,6603.000000000000000,Snorkeled,443611.670424000010000,4858904.496890000100000,-123.701939858999990,43.881093120000060,-2186403.601280000100000,2641998.628649999900000,-123.701939858999990,43.881093120000060,2,280,292,280,-2186536.418500000100000,2641968.628599999900000,Lower Umpqua,1301.543289330000100,1.301543289330000,Lower Umpqua280,280,-123.697247447000000,43.889123542999997,6278,800,6603,801,Snorkeled,443611.670400000000000,801,4858904.497000000400000,2018,780
867,1,426,801,6603.000000000000000,Snorkeled,443611.670424000010000,4858904.496890000100000,-123.701939858999990,43.881093120000060,-2186403.601280000100000,2641998.628649999900000,-123.701939858999990,43.881093120000060,2,280,292,280,-2186536.418500000100000,2641968.628599999900000,Lower Umpqua,1301.543289330000100,1.301543289330000,Lower Umpqua280,280,-123.697247447000000,43.889123542999997,6808,800,6603,801,Snorkeled,443611.670400000000000,801,4858904.497000000400000,2009,1768
868,1,427,802,6610.000000000000000,Snorkeled,440347.582081999980000,4847136.309510000100000,-123.741345224999980,43.774651314000039,-2192842.049990000200000,2631534.260090000000000,-123.741345224999980,43.774651314000039,3,1158,1098,1158,-2192896.418500000100000,2631588.628599999900000,Lower Umpqua,1043.969696200000000,1.043969696200000,Lower Umpqua1158,1158,-123.732977672000000,43.771632220000001,6347,801,6610,802,Snorkeled,440347.582100000000000,802,4847136.309999999600000,2000,840
869,1,428,803,6611.000000000000000,Snorkeled,439847.423486999990000,4847818.272950000100000,-123.747185050999970,43.780747313000063,-2193094.714650000000000,2632320.332460000200000,-123.747185050999970,43.780747313000063,3,1098,955,1098,-2192986.418500000100000,2632938.628599999900000,Lower Umpqua,1578.822509939999900,1.578822509940000,Lower Umpqua1098,1098,-123.742189765000010,43.774977780000000,5899,802,6611,803,Snorkeled,439847.423499999980000,803,4847818.273000000000000,2005,521
870,1,429,804,6614.000000000000000,Snorkeled,439500.338278000010000,4850855.599569999600000,-123.752144370999990,43.808208249000074,-2192593.514980000000000,2635368.628599999900000,-123.752144370999990,43.808208249000074,2,749,816,749,-2192806.418500000100000,2635038.628599999900000,Lower Umpqua,1943.086578650000100,1.943086578650000,Lower Umpqua749,749,-123.745588897000000,43.818609586000001,353,803,6614,804,Snorkeled,439500.338300000000000,804,4850855.599999999600000,2001,0
871,1,429,804,6614.000000000000000,Snorkeled,439500.338278000010000,4850855.599569999600000,-123.752144370999990,43.808208249000074,-2192593.514980000000000,2635368.628599999900000,-123.752144370999990,43.808208249000074,2,749,816,749,-2192806.418500000100000,2635038.628599999900000,Lower Umpqua,1943.086578650000100,1.943086578650000,Lower Umpqua749,749,-123.745588897000000,43.818609586000001,354,803,6614,804,Snorkeled,439500.338300000000000,804,4850855.599999999600000,2007,0
872,1,429,804,6614.000000000000000,Snorkeled,439500.338278000010000,4850855.599569999600000,-123.752144370999990,43.808208249000074,-2192593.514980000000000,2635368.628599999900000,-123.752144370999990,43.808208249000074,2,749,816,749,-2192806.418500000100000,2635038.628599999900000,Lower Umpqua,1943.086578650000100,1.943086578650000,Lower Umpqua749,749,-123.745588897000000,43.818609586000001,355,803,6614,804,Snorkeled,439500.338300000000000,804,4850855.599999999600000,2013,0
873,1,429,804,6614.000000000000000,Snorkeled,439500.338278000010000,4850855.599569999600000,-123.752144370999990,43.808208249000074,-2192593.514980000000000,2635368.628599999900000,-123.752144370999990,43.808208249000074,2,749,816,749,-2192806.418500000100000,2635038.628599999900000,Lower Umpqua,1943.086578650000100,1.943086578650000,Lower Umpqua749,749,-123.745588897000000,43.818609586000001,2800,803,6614,804,Snorkeled,439500.338300000000000,804,4850855.599999999600000,2010,2
874,1,429,804,6614.000000000000000,Snorkeled,439500.338278000010000,4850855.599569999600000,-123.752144370999990,43.808208249000074,-2192593.514980000000000,2635368.628599999900000,-123.752144370999990,43.808208249000074,2,749,816,749,-2192806.418500000100000,2635038.628599999900000,Lower Umpqua,1943.086578650000100,1.943086578650000,Lower Umpqua749,749,-123.745588897000000,43.818609586000001,2801,803,6614,804,Snorkeled,439500.338300000000000,804,4850855.599999999600000,2016,2
875,1,429,804,6614.000000000000000,Snorkeled,439500.338278000010000,4850855.599569999600000,-123.752144370999990,43.808208249000074,-2192593.514980000000000,2635368.628599999900000,-123.752144370999990,43.808208249000074,2,749,816,749,-2192806.418500000100000,2635038.628599999900000,Lower Umpqua,1943.086578650000100,1.943086578650000,Lower Umpqua749,749,-123.745588897000000,43.818609586000001,3317,803,6614,804,Snorkeled,439500.338300000000000,804,4850855.599999999600000,2004,15
876,1,430,805,6628.000000000000000,Snorkeled,446636.423033000030000,4853162.494730000400000,-123.663393088999950,43.829594266000072,-2185096.418500000100000,2635609.501740000200000,-123.663393088999950,43.829594266000072,4,792,696,792,-2186386.418500000100000,2635818.628599999900000,Lower Umpqua,3976.173157300000200,3.976173157300000,Lower Umpqua792,792,-123.654858913000000,43.821315701000003,4683,804,6628,805,Snorkeled,446636.423000000010000,805,4853162.495000000100000,2016,163
877,1,430,805,6628.000000000000000,Snorkeled,446636.423033000030000,4853162.494730000400000,-123.663393088999950,43.829594266000072,-2185096.418500000100000,2635609.501740000200000,-123.663393088999950,43.829594266000072,4,792,696,792,-2186386.418500000100000,2635818.628599999900000,Lower Umpqua,3976.173157300000200,3.976173157300000,Lower Umpqua792,792,-123.654858913000000,43.821315701000003,5009,804,6628,805,Snorkeled,446636.423000000010000,805,4853162.495000000100000,2013,237
878,1,430,805,6628.000000000000000,Snorkeled,446636.423033000030000,4853162.494730000400000,-123.663393088999950,43.829594266000072,-2185096.418500000100000,2635609.501740000200000,-123.663393088999950,43.829594266000072,4,792,696,792,-2186386.418500000100000,2635818.628599999900000,Lower Umpqua,3976.173157300000200,3.976173157300000,Lower Umpqua792,792,-123.654858913000000,43.821315701000003,5800,804,6628,805,Snorkeled,446636.423000000010000,805,4853162.495000000100000,2010,476
879,1,430,805,6628.000000000000000,Snorkeled,446636.423033000030000,4853162.494730000400000,-123.663393088999950,43.829594266000072,-2185096.418500000100000,2635609.501740000200000,-123.663393088999950,43.829594266000072,4,792,696,792,-2186386.418500000100000,2635818.628599999900000,Lower Umpqua,3976.173157300000200,3.976173157300000,Lower Umpqua792,792,-123.654858913000000,43.821315701000003,6117,804,6628,805,Snorkeled,446636.423000000010000,805,4853162.495000000100000,2004,650
880,1,431,806,6639.000000000000000,Snorkeled,453268.609876999980000,4853439.098399999600000,-123.581178233999990,43.832370674000060,-2178697.388799999800000,2634018.628579999800000,-123.581178233999990,43.832370674000060,2,834,833,834,-2179246.418500000100000,2634108.628599999900000,Lower Umpqua,1689.411254970000100,1.689411254970000,Lower Umpqua834,834,-123.569262864000000,43.836329026999998,3542,805,6639,806,Snorkeled,453268.609899999980000,806,4853439.098000000200000,1999,28
881,1,432,807,6647.000000000000000,Snorkeled,446143.241964999990000,4854179.891060000300000,-123.669646261999960,43.838486367000030,-2185291.569120000100000,2636703.477980000000000,-123.669646261999960,43.838486367000030,3,666,689,666,-2186506.418500000100000,2636058.628599999900000,Lower Umpqua,2225.512985519999800,2.225512985520000,Lower Umpqua666,666,-123.668909389000010,43.839067473000000,5815,806,6647,807,Snorkeled,446143.242000000030000,807,4854179.890999999800000,2018,482
882,1,432,807,6647.000000000000000,Snorkeled,446143.241964999990000,4854179.891060000300000,-123.669646261999960,43.838486367000030,-2185291.569120000100000,2636703.477980000000000,-123.669646261999960,43.838486367000030,3,666,689,666,-2186506.418500000100000,2636058.628599999900000,Lower Umpqua,2225.512985519999800,2.225512985520000,Lower Umpqua666,666,-123.668909389000010,43.839067473000000,5987,806,6647,807,Snorkeled,446143.242000000030000,807,4854179.890999999800000,2013,567
883,1,432,807,6647.000000000000000,Snorkeled,446143.241964999990000,4854179.891060000300000,-123.669646261999960,43.838486367000030,-2185291.569120000100000,2636703.477980000000000,-123.669646261999960,43.838486367000030,3,666,689,666,-2186506.418500000100000,2636058.628599999900000,Lower Umpqua,2225.512985519999800,2.225512985520000,Lower Umpqua666,666,-123.668909389000010,43.839067473000000,6328,806,6647,807,Snorkeled,446143.242000000030000,807,4854179.890999999800000,2017,825
884,1,432,807,6647.000000000000000,Snorkeled,446143.241964999990000,4854179.891060000300000,-123.669646261999960,43.838486367000030,-2185291.569120000100000,2636703.477980000000000,-123.669646261999960,43.838486367000030,3,666,689,666,-2186506.418500000100000,2636058.628599999900000,Lower Umpqua,2225.512985519999800,2.225512985520000,Lower Umpqua666,666,-123.668909389000010,43.839067473000000,6439,806,6647,807,Snorkeled,446143.242000000030000,807,4854179.890999999800000,2016,923
885,1,432,807,6647.000000000000000,Snorkeled,446143.241964999990000,4854179.891060000300000,-123.669646261999960,43.838486367000030,-2185291.569120000100000,2636703.477980000000000,-123.669646261999960,43.838486367000030,3,666,689,666,-2186506.418500000100000,2636058.628599999900000,Lower Umpqua,2225.512985519999800,2.225512985520000,Lower Umpqua666,666,-123.668909389000010,43.839067473000000,6486,806,6647,807,Snorkeled,446143.242000000030000,807,4854179.890999999800000,2012,974
886,1,432,807,6647.000000000000000,Snorkeled,446143.241964999990000,4854179.891060000300000,-123.669646261999960,43.838486367000030,-2185291.569120000100000,2636703.477980000000000,-123.669646261999960,43.838486367000030,3,666,689,666,-2186506.418500000100000,2636058.628599999900000,Lower Umpqua,2225.512985519999800,2.225512985520000,Lower Umpqua666,666,-123.668909389000010,43.839067473000000,6572,806,6647,807,Snorkeled,446143.242000000030000,807,4854179.890999999800000,2014,1091
887,1,432,807,6647.000000000000000,Snorkeled,446143.241964999990000,4854179.891060000300000,-123.669646261999960,43.838486367000030,-2185291.569120000100000,2636703.477980000000000,-123.669646261999960,43.838486367000030,3,666,689,666,-2186506.418500000100000,2636058.628599999900000,Lower Umpqua,2225.512985519999800,2.225512985520000,Lower Umpqua666,666,-123.668909389000010,43.839067473000000,6840,806,6647,807,Snorkeled,446143.242000000030000,807,4854179.890999999800000,2015,2057
888,1,433,808,6673.000000000000000,Snorkeled,447937.976052000010000,4848387.984469999600000,-123.646664285999980,43.787466139000060,-2185160.542820000100000,2630722.752909999800000,-123.646664285999980,43.787466139000060,2,1185,1176,1185,-2185246.418500000100000,2630778.628599999900000,Lower Umpqua,157.279220614000000,0.157279220614000,Lower Umpqua1185,1185,-123.646134401000000,43.787260846999999,3763,807,6673,808,Snorkeled,447937.976100000030000,808,4848387.984000000200000,2016,43
889,1,433,808,6673.000000000000000,Snorkeled,447937.976052000010000,4848387.984469999600000,-123.646664285999980,43.787466139000060,-2185160.542820000100000,2630722.752909999800000,-123.646664285999980,43.787466139000060,2,1185,1176,1185,-2185246.418500000100000,2630778.628599999900000,Lower Umpqua,157.279220614000000,0.157279220614000,Lower Umpqua1185,1185,-123.646134401000000,43.787260846999999,3855,807,6673,808,Snorkeled,447937.976100000030000,808,4848387.984000000200000,2015,51
890,1,433,808,6673.000000000000000,Snorkeled,447937.976052000010000,4848387.984469999600000,-123.646664285999980,43.787466139000060,-2185160.542820000100000,2630722.752909999800000,-123.646664285999980,43.787466139000060,2,1185,1176,1185,-2185246.418500000100000,2630778.628599999900000,Lower Umpqua,157.279220614000000,0.157279220614000,Lower Umpqua1185,1185,-123.646134401000000,43.787260846999999,4258,807,6673,808,Snorkeled,447937.976100000030000,808,4848387.984000000200000,2017,98
891,1,433,808,6673.000000000000000,Snorkeled,447937.976052000010000,4848387.984469999600000,-123.646664285999980,43.787466139000060,-2185160.542820000100000,2630722.752909999800000,-123.646664285999980,43.787466139000060,2,1185,1176,1185,-2185246.418500000100000,2630778.628599999900000,Lower Umpqua,157.279220614000000,0.157279220614000,Lower Umpqua1185,1185,-123.646134401000000,43.787260846999999,4314,807,6673,808,Snorkeled,447937.976100000030000,808,4848387.984000000200000,2014,108
892,1,433,808,6673.000000000000000,Snorkeled,447937.976052000010000,4848387.984469999600000,-123.646664285999980,43.787466139000060,-2185160.542820000100000,2630722.752909999800000,-123.646664285999980,43.787466139000060,2,1185,1176,1185,-2185246.418500000100000,2630778.628599999900000,Lower Umpqua,157.279220614000000,0.157279220614000,Lower Umpqua1185,1185,-123.646134401000000,43.787260846999999,4675,807,6673,808,Snorkeled,447937.976100000030000,808,4848387.984000000200000,2011,162
893,1,433,808,6673.000000000000000,Snorkeled,447937.976052000010000,4848387.984469999600000,-123.646664285999980,43.787466139000060,-2185160.542820000100000,2630722.752909999800000,-123.646664285999980,43.787466139000060,2,1185,1176,1185,-2185246.418500000100000,2630778.628599999900000,Lower Umpqua,157.279220614000000,0.157279220614000,Lower Umpqua1185,1185,-123.646134401000000,43.787260846999999,4725,807,6673,808,Snorkeled,447937.976100000030000,808,4848387.984000000200000,2012,174
894,1,433,808,6673.000000000000000,Snorkeled,447937.976052000010000,4848387.984469999600000,-123.646664285999980,43.787466139000060,-2185160.542820000100000,2630722.752909999800000,-123.646664285999980,43.787466139000060,2,1185,1176,1185,-2185246.418500000100000,2630778.628599999900000,Lower Umpqua,157.279220614000000,0.157279220614000,Lower Umpqua1185,1185,-123.646134401000000,43.787260846999999,4930,807,6673,808,Snorkeled,447937.976100000030000,808,4848387.984000000200000,2013,213
895,1,433,808,6673.000000000000000,Snorkeled,447937.976052000010000,4848387.984469999600000,-123.646664285999980,43.787466139000060,-2185160.542820000100000,2630722.752909999800000,-123.646664285999980,43.787466139000060,2,1185,1176,1185,-2185246.418500000100000,2630778.628599999900000,Lower Umpqua,157.279220614000000,0.157279220614000,Lower Umpqua1185,1185,-123.646134401000000,43.787260846999999,4947,807,6673,808,Snorkeled,447937.976100000030000,808,4848387.984000000200000,2018,216
896,1,434,809,6680.000000000000000,Snorkeled,445788.577591000010000,4846899.769530000200000,-123.673601093999990,43.773274903000072,-2187683.649439999800000,2629825.859519999900000,-123.673601093999990,43.773274903000072,2,1287,1381,1287,-2187646.418500000100000,2629788.628599999900000,Lower Umpqua,784.264068712000040,0.784264068712000,Lower Umpqua1287,1287,-123.678970582999990,43.777945744999997,5658,808,6680,809,Snorkeled,445788.577600000020000,809,4846899.769999999600000,2005,423
897,1,435,810,6690.000000000000000,Snorkeled,445380.516410999990000,4843733.058629999900000,-123.677790114999990,43.744642655000064,-2188922.646280000000000,2626862.400859999900000,-123.677790114999990,43.744642655000064,3,1643,1605,1643,-2188726.418500000100000,2627088.628599999900000,Lower Umpqua,659.116882454000010,0.659116882454000,Lower Umpqua1643,1643,-123.680126812000000,43.742325882000003,6385,809,6690,810,Snorkeled,445380.516400000020000,810,4843733.059000000400000,2008,873
898,1,435,810,6690.000000000000000,Snorkeled,445380.516410999990000,4843733.058629999900000,-123.677790114999990,43.744642655000064,-2188922.646280000000000,2626862.400859999900000,-123.677790114999990,43.744642655000064,3,1643,1605,1643,-2188726.418500000100000,2627088.628599999900000,Lower Umpqua,659.116882454000010,0.659116882454000,Lower Umpqua1643,1643,-123.680126812000000,43.742325882000003,6578,809,6690,810,Snorkeled,445380.516400000020000,810,4843733.059000000400000,2017,1113
899,1,436,811,6695.000000000000000,Snorkeled,447727.540630000000000,4846063.816820000300000,-123.649603126999980,43.765587492000066,-2186086.418550000100000,2628452.051370000000000,-123.649603126999980,43.765587492000066,2,1546,1434,1546,-2186086.418500000100000,2628588.628599999900000,Lower Umpqua,1261.248916810000100,1.261248916810000,Lower Umpqua1546,1546,-123.652427798000010,43.756433020999999,3843,810,6695,811,Snorkeled,447727.540600000010000,811,4846063.816999999800000,2005,50
900,1,437,812,6712.000000000000000,Snorkeled,452904.942877999970000,4847719.409380000100000,-123.584958094999990,43.781041045000052,-2180626.418480000000000,2628618.628589999900000,-123.584958094999990,43.781041045000052,2,1464,1551,1464,-2180506.418500000100000,2628288.628599999900000,Lower Umpqua,639.411254969999960,0.639411254970000,Lower Umpqua1464,1464,-123.587141983000000,43.782536782000001,3967,811,6712,812,Snorkeled,452904.942900000020000,812,4847719.409000000000000,2010,61
901,1,438,813,6732.000000000000000,Snorkeled,459110.031358000010000,4850887.103930000200000,-123.508660679999990,43.809877061000066,-2173846.418490000100000,2629953.370269999800000,-123.508660679999990,43.809877061000066,3,1435,1449,1435,-2174716.418500000100000,2628588.628599999900000,Lower Umpqua,1962.792206140000000,1.962792206140000,Lower Umpqua1435,1435,-123.509608095000000,43.811220050999999,6673,812,6732,813,Snorkeled,459110.031399999980000,813,4850887.104000000300000,2004,1303
902,1,439,814,6741.000000000000000,Snorkeled,460547.067982000010000,4850618.908970000200000,-123.490222959999980,43.807387297000048,-2172509.505789999900000,2629265.541319999800000,-123.490222959999980,43.807387297000048,3,1369,1445,1369,-2172616.418500000100000,2629218.628599999900000,Lower Umpqua,319.705627484999980,0.319705627485000,Lower Umpqua1369,1369,-123.488532633999990,43.808432236999998,5622,813,6741,814,Snorkeled,460547.068000000030000,814,4850618.909000000000000,2011,409
903,1,439,814,6741.000000000000000,Snorkeled,460547.067982000010000,4850618.908970000200000,-123.490222959999980,43.807387297000048,-2172509.505789999900000,2629265.541319999800000,-123.490222959999980,43.807387297000048,3,1369,1445,1369,-2172616.418500000100000,2629218.628599999900000,Lower Umpqua,319.705627484999980,0.319705627485000,Lower Umpqua1369,1369,-123.488532633999990,43.808432236999998,6108,813,6741,814,Snorkeled,460547.068000000030000,814,4850618.909000000000000,2002,644
904,1,440,815,6744.000000000000000,Snorkeled,461937.035839000020000,4852530.204839999800000,-123.473388419999990,43.824680330000035,-2170666.418510000200000,2630729.889030000200000,-123.473388419999990,43.824680330000035,1,1187,1262,1187,-2170666.418500000100000,2630688.628599999900000,Lower Umpqua,764.116882454000010,0.764116882454000,Lower Umpqua1187,1187,-123.480115178999990,43.828188257000001,5128,814,6744,815,Snorkeled,461937.035800000010000,815,4852530.205000000100000,2002,269
905,1,441,816,6757.000000000000000,Snorkeled,462570.098348000030000,4846904.008360000300000,-123.465110635999960,43.774236298000062,-2171634.533619999900000,2625146.743679999800000,-123.465110635999960,43.774236298000062,3,1937,1804,1937,-2171716.418500000100000,2625228.628599999900000,Lower Umpqua,1787.939392390000000,1.787939392390000,Lower Umpqua1937,1937,-123.448197613999990,43.768516032000001,5389,815,6757,816,Snorkeled,462570.098300000010000,816,4846904.008000000400000,1999,329
906,1,442,817,6762.000000000000000,Snorkeled,467426.530368999990000,4843153.287990000100000,-123.404828958999990,43.740366827000059,-2168075.779519999900000,2620147.989680000100000,-123.404828958999990,43.740366827000059,3,2347,2320,2347,-2168146.418500000100000,2620218.628599999900000,Lower Umpqua,796.690475582999970,0.796690475583000,Lower Umpqua2347,2347,-123.396866140000000,43.739640209999997,4729,816,6762,817,Snorkeled,467426.530399999990000,817,4843153.287999999700000,2016,175
907,1,442,817,6762.000000000000000,Snorkeled,467426.530368999990000,4843153.287990000100000,-123.404828958999990,43.740366827000059,-2168075.779519999900000,2620147.989680000100000,-123.404828958999990,43.740366827000059,3,2347,2320,2347,-2168146.418500000100000,2620218.628599999900000,Lower Umpqua,796.690475582999970,0.796690475583000,Lower Umpqua2347,2347,-123.396866140000000,43.739640209999997,4868,816,6762,817,Snorkeled,467426.530399999990000,817,4843153.287999999700000,2007,200
908,1,443,818,6763.000000000000000,Snorkeled,466615.771268000010000,4843455.082130000000000,-123.414714858999960,43.743191306000028,-2168746.418480000000000,2620675.672960000100000,-123.414714858999960,43.743191306000028,3,2301,2237,2301,-2168746.418500000100000,2621448.628599999900000,Lower Umpqua,967.279220614000000,0.967279220614000,Lower Umpqua2301,2301,-123.413799381999990,43.741918384000002,5857,817,6763,818,Snorkeled,466615.771300000020000,818,4843455.082000000400000,2006,502
909,1,443,818,6763.000000000000000,Snorkeled,466615.771268000010000,4843455.082130000000000,-123.414714858999960,43.743191306000028,-2168746.418480000000000,2620675.672960000100000,-123.414714858999960,43.743191306000028,3,2301,2237,2301,-2168746.418500000100000,2621448.628599999900000,Lower Umpqua,967.279220614000000,0.967279220614000,Lower Umpqua2301,2301,-123.413799381999990,43.741918384000002,6195,817,6763,818,Snorkeled,466615.771300000020000,818,4843455.082000000400000,2015,719
910,1,444,819,6764.000000000000000,Snorkeled,464632.045729000000000,4848721.017590000300000,-123.439595392999990,43.790698869000039,-2169150.520070000100000,2626324.527019999900000,-123.439595392999990,43.790698869000039,2,1720,1719,1720,-2169616.418500000100000,2625948.628599999900000,Lower Umpqua,1201.248916810000100,1.201248916810000,Lower Umpqua1720,1720,-123.438457388000000,43.795000954999999,3880,818,6764,819,Snorkeled,464632.045700000020000,819,4848721.018000000200000,2015,53
911,1,444,819,6764.000000000000000,Snorkeled,464632.045729000000000,4848721.017590000300000,-123.439595392999990,43.790698869000039,-2169150.520070000100000,2626324.527019999900000,-123.439595392999990,43.790698869000039,2,1720,1719,1720,-2169616.418500000100000,2625948.628599999900000,Lower Umpqua,1201.248916810000100,1.201248916810000,Lower Umpqua1720,1720,-123.438457388000000,43.795000954999999,4795,818,6764,819,Snorkeled,464632.045700000020000,819,4848721.018000000200000,2006,187
912,1,445,820,6765.000000000000000,Snorkeled,464772.863703000010000,4849339.004700000400000,-123.437594194999970,43.796145246000037,-2168823.745600000000000,2626861.301520000200000,-123.437594194999970,43.796145246000037,2,1636,1720,1636,-2168926.418500000100000,2626758.628599999900000,Lower Umpqua,876.396103068000000,0.876396103068000,Lower Umpqua1636,1636,-123.435526429000010,43.802078495000003,3039,819,6765,820,Snorkeled,464772.863699999990000,820,4849339.004999999900000,2017,6
913,1,445,820,6765.000000000000000,Snorkeled,464772.863703000010000,4849339.004700000400000,-123.437594194999970,43.796145246000037,-2168823.745600000000000,2626861.301520000200000,-123.437594194999970,43.796145246000037,2,1636,1720,1636,-2168926.418500000100000,2626758.628599999900000,Lower Umpqua,876.396103068000000,0.876396103068000,Lower Umpqua1636,1636,-123.435526429000010,43.802078495000003,4564,819,6765,820,Snorkeled,464772.863699999990000,820,4849339.004999999900000,2008,144
914,1,446,821,6781.000000000000000,Snorkeled,469193.047375000020000,4847505.300060000300000,-123.382568164999950,43.779708541000048,-2165116.418500000100000,2623848.628620000100000,-123.382568164999950,43.779708541000048,3,2011,1975,2011,-2165266.418500000100000,2623848.628599999900000,Lower Umpqua,796.690475582999970,0.796690475583000,Lower Umpqua2011,2011,-123.375299756999990,43.778171356000001,356,820,6781,821,Snorkeled,469193.047399999980000,821,4847505.299999999800000,1999,0
